id,name,alias,iata_code,icao_code,callsign,country,active
353,Aero VIP,Unknown,2D,AOG,AVIP,Argentina,N
354,Aeromundo Ejecutivo,Unknown,Unknown,MUN,AEROMUNDO,Mexico,N
355,Aerolinea Muri,Unknown,Unknown,MUR,MURI,Mexico,N
356,Astoria,Unknown,Unknown,AOI, Inc.,Astoria,N
357,Aero Rent JSC,Unknown,Unknown,NRO,AEROMASTER,Russia,N
358,Aeronord-Grup,Unknown,Unknown,NRP,AERONORD,Moldova,N
359,Aeroatlantico Colombia,Unknown,Unknown,AOK,Unknown,Colombia,N
360,Angkor Airlines,Unknown,Unknown,AOL,ANGKOR AIR,Cambodia,N
361,Aero Entreprise,Unknown,Unknown,AON,AERO ENTERPRISE,France,N
362,As,Unknown,Unknown,AOO, Opened Joint Stock Company,Company As,N
363,Aeropiloto,Unknown,Unknown,AOP,AEROPILOTO,Portugal,N
364,Aeroenlaces Nacionales,Unknown,Unknown,VIV,AEROENLACES,Mexico,N
365,Aerovis Airlines,Unknown,Unknown,VIZ,AEROVIZ,Ukraine,N
366,Avjet International (FZE),Unknown,Unknown,VJE,Unknown,United Arab Emirates,N
367,Aerovista Gulf Express,Unknown,Unknown,VGF,VISTA GULF,United Arab Emirates,N
368,Air Vegas,Unknown,6V,VGA,AIR VEGAS,United States,N
369,Almaver,Unknown,Unknown,VER,ALMAVER,Mexico,N
370,Afro International Ent. Limited,Unknown,Unknown,AOR,INTER-AFRO,Nigeria,N
371,Alitalia Express,Unknown,XM,SMX,ALIEXPRESS,Italy,Y
372,Asia Overnight Express,Unknown,OE,AOT,ASIA OVERNIGHT,Philippines,N
373,Air Tractor,Unknown,Unknown,AOU,AIR TRACTOR,Croatia,N
374,Aero Vision,Unknown,Unknown,AOV,AEROVISION,France,N
375,Aerotaxi Del Valle,Unknown,Unknown,AOX,AEROVALLE,Colombia,N
376,Air Park Aviation Ltd.,Unknown,Unknown,APA,CAN-AM,Canada,N
377,Airpac Airlines,Unknown,Unknown,APC, Inc.,Airpac,N
378,Aeroservicios Monterrey,Unknown,Unknown,SVM,SERVIMONTE,Mexico,N
379,Amapola Flyg AB,Unknown,Unknown,APF,AMAPOLA,Sweden,N
380,Air People International,Unknown,Unknown,APG,AIR PEOPLE,Thailand,N
381,Alpha Aviation,Unknown,Unknown,APH, Inc.,Airflight,N
382,ASA Pesada,Unknown,Unknown,API, Lda.,Asa Pesada,N
383,Air Print,Unknown,Unknown,APJ, S.A.,Air Print,N
384,Atlantic Airlines,Unknown,Unknown,BJK,BLACKJACK,United States,N
385,Aerotransporte Petrolero,Unknown,Unknown,PET,AEROPETRO,Colombia,N
386,Aero Flight,Unknown,GV,ARF,Aero Fox,Germany,Y
387,ACM Aviation,Unknown,Unknown,BJT,BAY JET,United States,N
388,Aircompany Barcol,Unknown,Unknown,BKL,BARCOL,Russia,N
389,All Charter Limited,Unknown,Unknown,BLA,ALL CHARTER,United Kingdom,N
390,Appalachian Flying Service,Unknown,Unknown,APL, Inc.,Appalachian,N
391,Airpac,Unknown,Unknown,APM, Inc.,Alaska Pacific,N
392,Aeropro,Unknown,Unknown,APO,AEROPRO,Canada,N
393,Aerolineas Pacifico Atlantico,Unknown,Unknown,APP, S.A. (Apair),Aeroperlas,N
394,Aspen Aviation,Unknown,Unknown,APQ,ASPEN BASE,United States,N
395,Aeropuma,Unknown,Unknown,APU, S.A.,Aeropuma,N
396,Air Plan International,Unknown,Unknown,APV,AIR PLAN,Democratic Republic Of The Congo,N
397,Arrow Air,Unknown,JW,APW,BIG A,United States,Y
398,Apex Air Cargo,Unknown,Unknown,APX,PARCEL EXPRESS,United States,N
399,APA Internacional,Unknown,Unknown,APY,APA INTERNACIONAL,Dominican Republic,N
400,Aeroatlas,Unknown,Unknown,AQA, S.A.,Atco,N
401,Aquila Air Ltd.,Unknown,Unknown,AQL,AQUILA,Canada,N
402,Air Queensland,Unknown,Unknown,AQN,BUSHAIR,Australia,N
403,Aluminum Company Of America,Unknown,Unknown,AQO,ALCOA SHUTTLE,United States,N
404,Aviones de Renta de Quintana Roo,Unknown,Unknown,AQT, S.A. de C.V.,Avioquintana,N
405,AirQuarius Aviation,Unknown,Unknown,AQU,QUARIUS,South Africa,N
406,Aerodyne Charter Company,Unknown,Unknown,AQZ,QUANZA,United States,N
407,Arik Air,Unknown,W3,ARA,ARIK AIR,Nigeria,N
408,Avia Air N.V.,Unknown,Unknown,ARB,AVIAIR,Aruba,N
409,Air Routing International Corp.,Unknown,Unknown,ARC, ,United States,N
410,Aerocondor,Unknown,2B,ARD,AEROCONDOR,Portugal,Y
411,Aires,Unknown,4C,ARE, Aerovias de Integracion Regional,S.A.,Y
412,Aerolineas Argentinas,Unknown,AR,ARG,ARGENTINA,Argentina,Y
413,Arrowhead Airways,Unknown,Unknown,ARH,ARROWHEAD,United States,N
414,Aero Vics,Unknown,Unknown,ARI,AEROVICS,Mexico,N
415,Aerojet de Costa Rica,Unknown,Unknown,ARJ, S.A.,Unknown,N
416,Antillana De Navegacion Aerea,Unknown,Unknown,SUN,Unknown,Dominican Republic,N
417,Aeroservicios De San Luis,Unknown,Unknown,SUO,SERVICIO SANLUIS,Mexico,N
418,Aerosuper,Unknown,Unknown,SUP,AEROSUPER,Mexico,N
419,Aero Link Air Services S.L.,Unknown,Unknown,ARK,LINK SERVICE,Spain,N
420,Airlec - Air Aquitaine Transport,Unknown,Unknown,ARL,AIRLEC,France,N
421,Aeromarket Express,Unknown,Unknown,ARM,AMEX,Spain,N
422,Arrow Aviation Ltd.,Unknown,Unknown,ARO,ARROW,Canada,N
423,RPA-Aviataxi Ltd.,Unknown,Unknown,ARP,Unknown,Russia,N
424,Air Klaipeda,Unknown,Unknown,KLD,AIR KLAIPEDA,Lithuania,N
425,Armstrong Air,Unknown,Unknown,ARQ, Inc.,Armstrong,N
426,Air Armenia,Unknown,QN,ARR,AIR ARMENIA,Armenia,N
427,Aeromet Servicios,Unknown,Unknown,ARS,METSERVICE,Chile,N
428,Aerotal Aerolineas Territoriales de Colombia Ltda,Unknown,Unknown,ART,AEROTAL,Colombia,N
429,Aravco Ltd.,Unknown,Unknown,ARV,ARAVCO,United Kingdom,N
430,Aria,Unknown,Unknown,ARW,ARIABIRD,France,N
431,Air Xpress,Unknown,Unknown,ARX, Inc.,Airex,N
432,Airline Alania,Unknown,Unknown,OST,ALANIA,Russia,N
433,Air Tchad,Unknown,Unknown,HTT,HOTEL TANGO,Chad,N
434,Aerloineas de Techuacan,Unknown,Unknown,HUC,LINEAS TEHUACAN,Mexico,N
435,Aerotransportes Huitzilin,Unknown,Unknown,HUT,AEROHUITZILIN,Mexico,N
436,Aero Transportes Del Humaya,Unknown,Unknown,HUY,AERO HUMAYA,Mexico,N
437,Argosy Airways,Unknown,Unknown,ARY,GOSEY,United States,N
438,Air Resorts,Unknown,Unknown,ARZ,AIR RESORTS,United States,N
439,Alaska Airlines,Unknown,AS,ASA, Inc.,Alaska,Y
440,Air-Spray 1967 Ltd.,Unknown,Unknown,ASB,AIR SPRAY,Canada,N
441,Air Star Corporation,Unknown,Unknown,ASC,AIR STAR,Canada,N
442,Air Sinai,Unknown,4D,ASD,AIR SINAI,Egypt,Y
443,Airstars,Unknown,PL,ASE,MOROZOV,Russia,N
444,Air Schefferville,Unknown,Unknown,ASF, Inc.,Scheff,N
445,African Star Airways (PTY) Ltd.,Unknown,Unknown,ASG,AFRICAN STAR,South Africa,N
446,Aerosun International,Unknown,Unknown,ASI, Inc.,Aerosun,N
447,Air Satellite,Unknown,Unknown,ASJ,SATELLITE,Canada,N
448,Awesome Flight Services (PTY) Ltd.,Unknown,Unknown,ASM,AWESOME,South Africa,N
449,Air and Sea Transport,Unknown,Unknown,ASN, ,Russia,N
450,Aero Slovakia,Unknown,Unknown,ASO,AERO NITRA,Slovakia,N
451,Airsprint,Unknown,Unknown,ASP,AIRSPRINT,Canada,N
452,Atlantic Southeast Airlines,Unknown,EV,ASQ,ACEY,United States,Y
453,All Star Airlines,Unknown,Unknown,ASR, Inc.,All Star,N
454,Air Class,Unknown,Unknown,ASS, S.A. de C.V.,Air Class,N
455,Aerlineas Del Oeste,Unknown,Unknown,AST,AEROESTE,Mexico,N
456,Aviones Are,Unknown,Unknown,NRE,AVIONES ARE,Mexico,N
457,Air Nepal International,Unknown,Unknown,NPL,AIR NEPAL,Nepal,N
458,Air Napier,Unknown,Unknown,NPR,Unknown,New Zealand,N
459,Air Taxi & Cargo,Unknown,Unknown,WAM,TAXI CARGO,Sudan,N
460,Arrow Panama,Unknown,Unknown,WAP,ARROW PANAMA,Panama,N
461,Astravia-Bissau Air Transports Ltd.,Unknown,Unknown,ASV,ASTRAVIA,Guinea-Bissau,N
462,Astrakhan Airlines,Unknown,OB,ASZ,AIR ASTRAKHAN,Russia,Y
463,Air Transport Association,Unknown,Unknown,ATA,Unknown,United States,N
464,Atlantair Ltd.,Unknown,Unknown,ATB,STARLITE,Canada,N
465,Air Tanzania,Unknown,TC,ATC,TANZANIA,Tanzania,Y
466,Aerotours Dominicana,Unknown,Unknown,ATD,AEROTOURS,Dominican Republic,N
467,Atlantis Transportation Services,Unknown,Unknown,ATE, Ltd.,Atlantis Canada,N
468,Aerotrans Airline,Unknown,Unknown,ATG,BACHYT,Kazakhstan,N
469,Air Charter World,Unknown,Unknown,XAC,Unknown,United States,N
470,Air Burkina,Unknown,2J,VBW,BURKINA,Burkina Faso,Y
471,Air Travel Corp.,Unknown,Unknown,ATH,AIR TRAVEL,United States,N
472,Aero-Tropics Air Services,Unknown,HC,ATI,Unknown,Australia,N
473,Air Traffic GmbH,Unknown,Unknown,ATJ,SNOOPY,Germany,N
474,AeroTACA,Unknown,Unknown,ATK,AEROTACA,Colombia,N
475,Aerocentral,Unknown,Unknown,ATL,CENTRALMEX,Mexico,N
476,Airlines Of Tasmania,Unknown,FO,ATM,AIRTAS,Australia,Y
477,Air Saint Pierre,Unknown,PJ,SPM,Unknown,France,Y
478,Air Transport International,Unknown,8C,ATN,AIR TRANSPORT,United States,N
479,ASTRAL Colombia - Aerotransportes Especiales Ltda.,Unknown,Unknown,ATP,ASTRAL,Colombia,N
480,Air Transport Schiphol,Unknown,Unknown,ATQ,MULTI,Netherlands,N
481,Aeroferinco,Unknown,Unknown,FEO,FERINCO,Mexico,N
482,Aero Taxis Y Servicios Alfe,Unknown,Unknown,FES,AERO ALFE,Mexico,N
483,Avialesookhrana,Unknown,Unknown,FFA,AVIALESOOKHRANA,Russia,N
484,Africair Service,Unknown,Unknown,FFB,FOXTROT FOXTROT,Senegal,N
485,Atlas Airlines,Unknown,Unknown,ATR,ATLAS-AIR,United States,N
486,Air Transport Service,Unknown,Unknown,ATS,Unknown,Democratic Republic Of The Congo,N
487,Aer Turas,Unknown,Unknown,ATT,AERTURAS,Ireland,N
488,Atlant Aerobatics Ltd.,Unknown,Unknown,ATU,ATLANT HUNGARY,Hungary,N
489,Avanti Air,Unknown,Unknown,ATV,AVANTI AIR,Germany,N
490,Aero Trades (Western) Ltd.,Unknown,Unknown,ATW,AERO TRADES,Canada,N
491,Austrian Airlines,Unknown,OS,AUA,AUSTRIAN,Austria,Y
492,Air Southwest,Unknown,Unknown,WOW,SWALLOW,United Kingdom,Y
493,Augsburg Airways,Unknown,IQ,AUB,AUGSBURG-AIR,Germany,Y
494,Air Corporate,Unknown,Unknown,CPV,AIRCORPORATE,Italy,N
495,Aviastar-Tu,Unknown,Unknown,TUP,TUPOLEVAIR,Russia,N
496,AirBridge Cargo,Unknown,RU,ABW,AIRBRIDGE CARGO,Russia,N
497,ATUR,Unknown,Unknown,TUR,Unknown,Ecuador,Y
498,ATESA Aerotaxis Ecuatorianos,Unknown,Unknown,TXU,ATESA,Ecuador,N
499,Austin Express,Unknown,Unknown,TXX,COWBOY,United States,N
500,Audi Air,Unknown,Unknown,AUD, Inc.,Audi Air,N
501,Augusta Air Luftfahrtunternehmen,Unknown,Unknown,AUF,AUGUSTA,Germany,N
502,Abu Dhabi Amiri Flight,Unknown,MO,AUH,SULTAN,United Arab Emirates,Y
503,Aeroflot-Nord,Unknown,5N,AUL,DVINA,Russia,Y
504,Air Atlantic Uruguay,Unknown,Unknown,AUM,ATLAMUR,Uruguay,N
505,Aviones Unidos,Unknown,Unknown,AUN,AVIONES UNIDOS,Mexico,N
506,Avia Business Group,Unknown,Unknown,AUP,Unknown,Russia,N
507,Aero Servicios Expecializados,Unknown,Unknown,SVE,AEROESPECIAL,Mexico,N
508,Aurigny Air Services,Unknown,GR,AUR,AYLINE,United Kingdom,Y
509,Aus-Air,Unknown,NO,AUS,Unknown,Australia,N
510,Austral Lineas Aereas,Unknown,AU,AUT,AUSTRAL,Argentina,Y
511,Aurora Aviation,Unknown,Unknown,AUU, Inc.,Aurora Air,N
512,Air Uganda International Ltd.,Unknown,Unknown,AUX,Unknown,Uganda,N
513,Aerolineas Uruguayas,Unknown,Unknown,AUY, S.A.,Ausa,N
514,Australian Airlines,Unknown,AO,AUZ,AUSTRALIAN,Australia,N
515,Avianca - Aerovias Nacionales de Colombia,Unknown,AV,AVA, S.A.,Avianca,Y
516,Aviation Beaufort,Unknown,Unknown,AVB,BEAUPAIR,United Kingdom,N
517,Alamo Aviacion,Unknown,Unknown,AVD, S.L.,Alamo,N
518,Aviair Aviation Ltd.,Unknown,Unknown,AVF,CARIBOO,Canada,N
519,Air Falcon,Unknown,Unknown,AVG,DJIBOUTI FALCON,Djibouti,N
520,AV8 Helicopters,Unknown,Unknown,AVH,KENT HELI,United Kingdom,N
521,Avia Traffic Company,Unknown,Unknown,AVJ,ATOMIC,Kyrgyzstan,N
522,AV8 Helicopters,Unknown,Unknown,AVK,AVIATE-COPTER,South Africa,N
523,Aviacion Ejecutiva Mexicana,Unknown,Unknown,AVM, S.A.,Avemex,N
524,Air Vanuatu,Unknown,NF,AVN,AIR VAN,Vanuatu,Y
525,Aviation at Work,Unknown,Unknown,AVO,AVIATION WORK,South Africa,N
526,Avcorp Registrations,Unknown,Unknown,AVP,AVCORP,United Kingdom,N
527,Alfa Aerospace,Unknown,Unknown,LFP,ALFA-SPACE,Australia,N
528,Atlantic Airfreight Aviation,Unknown,Unknown,LFR,LANFREIGHT,Sao Tome And Principe,N
529,Aerolift Company,Unknown,Unknown,LFT,LIFTCO,Sierra Leone,N
530,Aviation Services,Unknown,Unknown,AVQ, Inc.,Aquiline,N
531,Active Aero Charter,Unknown,Unknown,AVR, Inc.,Active Aero,N
532,Avialsa T-35,Unknown,Unknown,AVS,AVIALSA,Spain,N
533,Asia Avia Airlines,Unknown,Unknown,AVT,ASIAVIA,Indonesia,N
534,Avia Sud A,Unknown,Unknown,AVU,AVIASUD,France,N
535,Airvantage Incorporated,Unknown,Unknown,AVV,AIRVANTAGE,United States,N
536,Aviator Airways,Unknown,Unknown,AVW,AVIATOR,Greece,N
537,Aviapaslauga,Unknown,Unknown,AVX,PASLAUGA,Lithuania,N
538,ASL,Unknown,Unknown,XXX,Unknown,Belgium,N
539,Air Yugoslavia,Unknown,Unknown,YRG,YUGAIR,Serbia,N
540,Airlink Zambia,Unknown,K8,ZAK,Unknown,Zambia,N
541,Agence Nationale des Aerodromes et de la Meteorologie,Unknown,Unknown,ZZM,Unknown,Ivory Coast,N
542,Airbus Transport International,Unknown,Unknown,BGA,BELOUGA,France,N
543,Air Bangladesh,Unknown,B9,BGD,AIR BANGLA,Bangladesh,Y
544,Aviodetachment-28,Unknown,Unknown,BGF,BULGARIAN,Bulgaria,N
545,Aero BG,Unknown,Unknown,BGG,AERO BG,Mexico,N
546,Aerotaxis De La Bahia,Unknown,Unknown,BHC,BAHIA,Mexico,N
547,Air Mediterranee,Unknown,DR,BIE,MEDITERRANEE,France,Y
548,Aviaservice,Unknown,Unknown,BIV,AVIASERVICE,Georgia,N
549,Aerolineas De El Salvador,Unknown,Unknown,SZA,AESA,El Salvador,N
550,Swaziland Airlink,Unknown,Unknown,SZL,SWAZILINK,Swaziland,N
551,Air Moorea,Unknown,Unknown,TAH,AIR MOOREA,France,Y
552,Aerovaradero,Unknown,Unknown,AVY, S.A.,Aerovaradero,N
553,Air Valencia,Unknown,Unknown,AVZ,AIR VALENCIA,Spain,N
554,Airways International,Unknown,Unknown,AWB, Inc.,Airnat,N
555,Airwork,Unknown,Unknown,AWK,AIRWORK,New Zealand,N
556,Australian Wetleasing,Unknown,Unknown,AWL,AUSSIEWORLD,Australia,N
557,Air Niamey,Unknown,Unknown,AWN,AIR NIAMEY,Niger,N
558,Awood Air Ltd.,Unknown,Unknown,AWO,AWOOD AIR,Canada,N
559,Arctic Wings And Rotors Ltd.,Unknown,Unknown,AWR,ARCTIC WINGS,Canada,N
560,Auo Airclub AIST-M,Unknown,Unknown,ISM,STORK,Russia,N
561,Arab Wings,Unknown,Unknown,AWS,ARAB WINGS,Jordan,N
562,Air West,Unknown,Unknown,AWT,AIR WEST,Canada,N
563,Aeroline GmbH,Unknown,7E,AWU,SYLT-AIR,Germany,Y
564,Airwave Transport,Unknown,Unknown,AWV, Inc.,Airwave,N
565,Air Wales,Unknown,6G,AWW,RED DRAGON,United Kingdom,Y
566,Aeroway,Unknown,Unknown,AWY, S.L.,Aerowee,N
567,Air Caraïbes,Unknown,TX,FWI,FRENCH WEST,France,Y
568,AirWest,Unknown,Unknown,AWZ, ,Sudan,N
569,Air India Express,Unknown,IX,AXB,EXPRESS INDIA,India,Y
570,Air Express,Unknown,Unknown,AXD,AIR SUDEX,Sudan,N
571,Asian Express Airlines,Unknown,HJ,AXF,FREIGHTEXPRESS,Australia,N
572,Aeromexhaga,Unknown,Unknown,AXH,AEROMEXHAGA,Mexico,N
573,Aeron International Airlines,Unknown,Unknown,AXI, Inc.,Air Freighter,N
574,African Express Airways,Unknown,Unknown,AXK,EXPRESS JET,Kenya,N
575,Air Exel,Unknown,XT,AXL,EXEL COMMUTER,Netherlands,Y
576,AirAsia,Air Asia,AK,AXM,ASIAN EXPRESS,Malaysia,Y
577,Alexandair,Unknown,Unknown,AXN,ALEXANDROS,Greece,N
578,Aeromax,Unknown,Unknown,AXP,AEROMAX SPAIN,Spain,N
579,Action Airlines (Action Air Charter),Unknown,Unknown,AXQ,ACTION AIR,United States,N
580,Alberni Airways,Unknown,Unknown,BNI,ALBERNI,Canada,N
581,Aerolineas Bonanza,Unknown,Unknown,BNZ,AERO BONANZA,Mexico,N
582,Aerobona,Unknown,Unknown,BOC,AEROBONA,Mexico,N
583,Aboitiz Air,Unknown,Unknown,BOI,ABAIR,Philippines,N
584,Axel Rent,Unknown,Unknown,AXR, S.A.,Rentaxel,N
585,Altus Airlines,Unknown,Unknown,AXS,ALTUS,United States,N
586,Aviaxess,Unknown,Unknown,AXV,AXAVIA,France,N
587,Avioimpex A.D.p.o.,Unknown,Unknown,AXX,IMPEX,Macedonia,N
588,Axis Airways,Unknown,6V,AXY,AXIS,France,N
589,Aladia Airlines,Unknown,Unknown,AYD,AIRLINES ALADIA,Mexico,N
590,Aykavia Aircompany,Unknown,Unknown,AYK,Unknown,Armenia,N
591,Airman,Unknown,Unknown,AYM, S.L.,Airman,N
592,Atlantic Airlines,Unknown,Unknown,AYN, S.A.,Atlantic Nicaragua,N
593,Awsaj Aviation Services,Unknown,Unknown,AYS,Unknown,Libya,N
594,Ayeet Aviation & Tourism,Unknown,Unknown,AYT,AYEET,Israel,N
595,Atlant-Soyuz Airlines,Unknown,3G,AYZ,ATLANT-SOYUZ,Russia,Y
596,Alitalia,Unknown,AZ,AZA,ALITALIA,Italy,Y
597,Azamat,Unknown,Unknown,AZB,TUMARA,Kazakhstan,N
598,Arcus-Air Logistic,Unknown,ZE,AZE,ARCUS AIR,Germany,N
599,Air Zermatt AG,Unknown,Unknown,AZF,AIR ZERMATT,Switzerland,N
600,Azalhelikopter,Unknown,Unknown,AZK,AZALHELICOPTER,Azerbaijan,N
601,Africa One,Unknown,Unknown,AZL,SKY AFRICA,Zambia,N
602,Aerocozumel,Unknown,Unknown,AZM,AEROCOZUMEL,Mexico,N
603,Amaszonas,Unknown,Z8,AZN,Unknown,Bolivia,Y
604,Arizona Pacific Airways,Unknown,Unknown,AZP,ARIZONA PACIFIC,United States,N
605,Aviacon Zitotrans Air Company,Unknown,Unknown,AZS,ZITOTRANS,Russia,N
606,Azimut,Unknown,Unknown,AZT, S.A.,Azimut,N
607,Azov Avia Airlines,Unknown,Unknown,AZV,AZOV AVIA,Ukraine,N
608,Air Zimbabwe,Unknown,UM,AZW,AIR ZIMBABWE,Zimbabwe,Y
609,Aero Jomacha,Unknown,Unknown,MHC,AERO JOMACHA,Mexico,N
610,Air Memphis,Unknown,Unknown,MHS,AIR MEMPHIS,Egypt,N
611,Air Memphis,Unknown,Unknown,MHU,MEPHIS UGANDA,Uganda,N
612,Air Marrakech Service,Unknown,Unknown,MKH,AIR MARRAKECH,Morocco,N
613,Air Max Africa,Unknown,Unknown,AZX,AZIMA,Gabon,N
614,Arizona Airways,Unknown,Unknown,AZY, Inc.,Arizair,N
615,Azza Transport,Unknown,Unknown,AZZ,AZZA TRANSPORT,Sudan,N
616,Air Continental Inc,Unknown,Unknown,NAR,NIGHT AIR,United States,N
617,Antanik-Air,Unknown,Unknown,NAU,ANTANIK,Ukraine,N
618,Air Newark,Unknown,Unknown,NER,NEWAIR,United States,N
619,Aircraft Support and Services,Unknown,Unknown,NFF,Unknown,Lebanon,N
620,Aerobanana,Unknown,Unknown,OBA,AEROBANANA,Mexico,N
621,Amako Airlines,Unknown,Unknown,OBK,AMAKO AIR,Nigeria,N
622,Aserca Airlines,Unknown,R7,OCA,AROSCA,Venezuela,Y
623,Afrique CArgo Service Senegal,Unknown,Unknown,NFS,Unknown,Senegal,N
624,Angoservice,Unknown,Unknown,NGC,ANGOSERVICE,Angola,N
625,Angel Airlines,Unknown,Unknown,NGE,ANGEL AIR,Thailand,N
626,Angel Flight America,Unknown,Unknown,NGF,ANGEL FLIGHT,United States,N
627,Air Atonabee,Unknown,Unknown,OUL,CITY EXPRESS,Canada,N
628,Aero Nova,Unknown,Unknown,OVA,AERONOVA,Spain,N
629,Amira Air,Unknown,Unknown,XPE,EXPERT,Austria,N
630,Aero Express Intercontinental,Unknown,Unknown,XSS,INTER EXPRESS,Mexico,N
631,Advance Aviation Services,Unknown,Unknown,XTJ,Unknown,United States,N
632,Air Libya Tibesti,Unknown,Unknown,TLR,AIR LIBYA,Libya,N
633,Aerovic,Unknown,Unknown,OVC,Unknown,Ecuador,N
634,Airventure,Unknown,Unknown,RVE,AIRVENTURE,Belgium,N
635,Aero Servicios,Unknown,Unknown,RVI,AERO SERVICIOS,Mexico,N
636,Airvallee,Unknown,Unknown,RVL,AIR VALLEE,Italy,N
637,Aeromover,Unknown,Unknown,OVE,AEROMOVER,Mexico,N
638,Aerovias Ejecutivas,Unknown,Unknown,OVI,VIAS EJECUTIVAS,Mexico,N
639,Aero Servicio Pity,Unknown,Unknown,PTD,PITY,Mexico,N
640,Aero Copter,Unknown,Unknown,PTE,Unknown,Mexico,N
641,Rossiya-Russian Airlines,Pulkovo Aviation Enterprise,FV,SDM,PULKOVO,Russia,Y
642,Air Pal,Unknown,Unknown,PLL,AIRPAL,Spain,N
643,Air Pullmantur,Unknown,Unknown,PLM,PULLMANTUR,Spain,N
644,Aviaexpress,Unknown,RX,AEH,Avex,Hungary,N
645,Aviones Para Servirle,Unknown,Unknown,PSG,SERVIAVIONES,Mexico,N
646,Avio Sluzba,Unknown,Unknown,SLU,AVIO SLUZBA,Serbia,N
647,Air Scorpio,Unknown,Unknown,SCU,SCORPIO UNIVERS,Bulgaria,N
648,Air Spirit,Unknown,Unknown,SIP,AIR SPIRIT,United States,N
649,Alatau Airlines,Unknown,Unknown,BMV,OLIGA,Kazakhstan,N
650,Aviateca,Unknown,Unknown,GUG,AVIATECA,Guatemala,N
651,Aroostook Aviation,Unknown,Unknown,PXX,PINE STATE,United States,N
652,Aeropycsa,Unknown,Unknown,PYC,AEROPYCSA,Mexico,N
653,Association of Private Pilots of Kazakhstan,Unknown,Unknown,PVK,BORIS,Kazakhstan,N
654,The Amiri Flight,Unknown,Unknown,BAH,BAHRAIN,Bahrain,N
655,Aero Services,Unknown,Unknown,BAS,AEROSERV,Barbados,N
656,Ababeel Aviation,Unknown,Unknown,BBE,BABEL AIR,Sudan,N
657,Air Bashkortostan,Unknown,Unknown,BBT,AGYDAL,Russia,N
658,Ambulance Air Africa,Unknown,Unknown,MCY,MERCY,South Africa,N
659,American Eagle Airlines,Unknown,MQ,EGF,EAGLE FLIGHT,United States,Y
660,Aeropuelche,Unknown,Unknown,PUE,PUELCHE,Chile,N
661,Aeroput,Unknown,Unknown,PUT,Unknown,Serbia,N
662,Azzurra Air,Unknown,Unknown,AZI,AZZURRA,Italy,N
663,Airshop,Unknown,FF,Unknown,Unknown,Netherlands,N
664,African Transport Trading and Investment Company,Unknown,ML,Unknown,Unknown,Sudan,N
665,AD Aviation,Unknown,Unknown,VUE,FLIGHTVUE,United Kingdom,Y
666,Aero Costa Taxi Aereo,Unknown,Unknown,XCT,AEROCOSTAXI,Mexico,N
667,Aerovitro,Unknown,Unknown,VRO,AEROVITRO,Mexico,N
668,Aerotaxi Villa Rica,Unknown,Unknown,VRI,VILLARICA,Mexico,N
669,Aerovega,Unknown,Unknown,VEG,AEROVEGA,Mexico,N
670,Aerovilla,Unknown,Unknown,VVG,AEROVILLA,Colombia,N
671,Aerolineas Villaverde,Unknown,Unknown,VLR,VILLAVERDE,Mexico,N
672,Aero Air,Unknown,Unknown,WIL,WILLIAMETTE,United States,N
673,Aero Ejecutivos,Unknown,Unknown,VEJ,VENEJECUTIV,Venezuela,N
674,Aero Industries Inc,Unknown,Unknown,WAB,WABASH,United States,N
675,Aero Servicios Vanguardia,Unknown,Unknown,VNG,VANGUARDIA,Mexico,N
676,Aero Taxi Los Valles,Unknown,Unknown,VAD,VALLES,Spain,N
677,Aero Vilamoura,Unknown,Unknown,VMR,AERO VILAMOURA,Portugal,N
678,Aero Virel,Unknown,Unknown,VLS,VIREL,Mexico,N
679,Aeronautical Radio Inc,Unknown,Unknown,XAA,Unknown,United States,N
680,Aerovuelox,Unknown,Unknown,VUO,AEROVUELOX,Mexico,N
681,Aeronaves TSM,Unknown,Unknown,VTM,AERONAVES TSM,Mexico,N
682,Air Ivoire,Unknown,VU,VUN,AIRIVOIRE,Ivory Coast,Y
683,Air Botswana,Unknown,BP,BOT,BOTSWANA,Botswana,Y
684,Air-Rep,Unknown,Unknown,XPR,Unknown,United States,N
685,Air Excel,Unknown,Unknown,XLL,TINGA-TINGA,Tanzania,N
686,Air Evans,Unknown,Unknown,VAE,AIR-EVANS,Spain,N
687,Air Sorel,Unknown,Unknown,WHY,AIR SOREL,Canada,N
688,Air Net Private Charter,Unknown,Unknown,WDR,WIND RIDER,United States,N
689,Air Executive Charter,Unknown,Unknown,XEC,Unknown,Germany,N
690,Air Foyle,Unknown,GS,UPA,FOYLE,United Kingdom,Y
691,Air Midwest,Unknown,Unknown,VTY,VICTORY,Nigeria,N
692,Air Tahiti,Unknown,VT,VTA,AIR TAHITI,French Polynesia,Y
693,Air Urga,Unknown,3N,URG,URGA,Ukraine,N
694,Air Vardar,Unknown,Unknown,VDR,VARDAR,Macedonia,N
695,Air VIA,Unknown,VL,VIM,Unknown,Bulgaria,Y
696,Air Walser,Unknown,Unknown,WLR,AIRWALSER,Italy,N
697,Aircompany Rosavia,Unknown,Unknown,URA,ROSAVIA,Ukraine,N
698,Aircraft Performance Group,Unknown,Unknown,XLB,Unknown,United States,N
699,Airwaves Airlink,Unknown,Unknown,WLA,AIRLIMITED,Zambia,N
700,Airways Corporation of New Zealand,Unknown,Unknown,XFX,AIRCORP,New Zealand,N
